utm_x_radar,utm_y_radar,r,alpha,az
1020,1985,188.87342512140023,-96.14549072177157,30
1020,1985,189.5048326179651,-96.45334007662704,30
1020,1985,190.28601154452585,-96.60734460116522,30
1020,1985,191.09816175174123,-96.85491337181162,30
1020,1985,191.77952497788235,-97.0232193938154,30
1020,1985,192.44567887772567,-97.29253244226456,30
1020,1985,192.83174011547533,-97.50213354824052,30
1020,1985,193.21683503504903,-97.68194620719926,30
1020,1985,193.6425595709249,-97.95758765836224,30
1020,1985,194.0972176668357,-98.19836904360646,30
1020,1985,194.5993445286352,-98.38267761187018,30
1020,1985,195.35584369939667,-98.62205434429735,30
1020,1985,196.006546615233,-98.79406587458874,30
1020,1985,196.66912437658843,-98.9414843212341,30
1020,1985,197.6031781286542,-99.12982453172562,30
1020,1985,198.24603443735012,-99.30491233982846,30
1020,1985,198.96539161013047,-99.46650816897537,30
1020,1985,199.80490224270503,-99.63382164395604,30
1020,1985,200.3752439984,-99.72027602342332,30
1020,1985,201.59502286456456,-99.90371367297558,30
1020,1985,202.34408090942463,-100.06170604223176,30
1020,1985,203.2193620538099,-100.17362202966332,30
1020,1985,204.2276310050576,-100.23854252252896,30
1020,1985,205.22914581927157,-100.35282300073963,30
1020,1985,206.2777856686448,-100.39650752478562,30
1020,1985,207.22610325987165,-100.45561908680166,30
1020,1985,208.54426624223916,-100.54660714396894,30
1020,1985,209.33717521082556,-100.57883304567156,30
1020,1985,210.22280906181467,-100.71946293985688,30
1020,1985,210.8454689670357,-100.86421648241058,30
1020,1985,211.69234000714025,-100.98026717115096,30
1020,1985,212.6171722096392,-101.0962462894261,30
1020,1985,213.64412496895173,-101.29402058627484,30
1020,1985,214.67373168047368,-101.4359259363204,30
1020,1985,215.40653836375228,-101.55511965237774,30
1020,1985,216.6211518944506,-101.57898261386065,30
1020,1985,217.8022404625358,-101.64939080572104,30
1020,1985,218.8575301027425,-101.8115610499632,30
1020,1985,219.625268148126,-101.9120726266563,30
1020,1985,220.46095388283493,-102.00505147457508,30
1020,1985,221.2800607271991,-102.12154781795871,30
1020,1985,222.1210114718712,-102.2813578551976,30
1020,1985,223.2101687562501,-102.37932024356904,30
1020,1985,224.15948079155956,-102.41223771060706,30
1020,1985,225.17567251143785,-102.45111007170992,30
1020,1985,226.09526327174615,-102.50453039577172,30
1020,1985,227.4019227362436,-102.5436305196979,30
1020,1985,228.11722916779829,-102.53658333534368,30
1020,1985,228.8020166772098,-102.51530208610454,30
1020,1985,229.73615456610256,-102.41428279051334,30
1020,1985,230.486783584849,-102.3126440555063,30
1020,1985,231.1201607147173,-102.20113866461595,30
1020,1985,231.68183393187317,-102.06167499432252,30
1020,1985,232.46163957269087,-101.92440434128008,30
1020,1985,233.092902222683,-101.8118253620074,30
1020,1985,233.82621590108565,-101.69166570010624,30
1020,1985,235.02308571232808,-101.5484430698428,30
1020,1985,235.55428045528205,-101.44435777495028,30
1020,1985,236.2437440984519,-101.30701184177671,30
1020,1985,237.18069809012468,-101.0965353874844,30
1020,1985,238.0915260628664,-100.96589810377024,30
1020,1985,239.16786071577533,-100.7565358174604,30
1020,1985,240.07528264257616,-100.51609216302651,30
1020,1985,241.01751828351868,-100.36700829615228,30
1020,1985,241.46216120124703,-100.29997283772798,30
1020,1985,242.51372367849063,-100.10014535600196,30
1020,1985,243.5003055747912,-99.97018654083097,30
1020,1985,244.50075610260348,-99.92101371759313,30
1020,1985,245.59303552896336,-99.913052332561,30
1020,1985,246.6411326236468,-99.88799949220564,30
1020,1985,247.9699339338867,-99.85316518129376,30
1020,1985,248.61401145453465,-99.83832391676658,30
1020,1985,249.442089219066,-99.81927128082089,30
1020,1985,250.49748587366264,-99.77319744125484,30
1020,1985,251.57303332762464,-99.72687114531604,30
1020,1985,252.50822414644483,-99.6599294030784,30
1020,1985,252.9543948311824,-99.60184644303732,30
1020,1985,254.05475630169124,-99.4622995099457,30
1020,1985,255.04482943876664,-99.34672249406256,30
1020,1985,255.75418516098023,-99.25194007711984,30
1020,1985,256.7506423989129,-99.10869140297736,30
1020,1985,257.4176923844206,-98.97884106027004,30
1020,1985,258.08566962618943,-98.81747475624188,30
1020,1985,258.81757292259755,-98.65854343776849,30
1020,1985,259.5681958605475,-98.52612061380596,30
1020,1985,260.30622367742507,-98.33845810149764,30
1020,1985,260.9656119669036,-98.22371053835164,30
1020,1985,261.5573676653853,-98.10795415841277,30
1020,1985,262.26481821581194,-97.98538417008506,30
1020,1985,263.1481047727638,-97.88427561378768,30
1020,1985,263.9944260553308,-97.79731718752171,30
1020,1985,264.9232961538853,-97.6370564123336,30
1020,1985,265.82021060810223,-97.48184586724022,30
1020,1985,266.5776341541373,-97.30335734238588,30
1020,1985,267.24715489082894,-97.12648319471396,30
1020,1985,267.7130495666092,-96.9790510523076,30
1020,1985,268.18976541754665,-96.77248107470126,30
1020,1985,268.7866133663281,-96.57958931534132,30
1020,1985,269.3996989478669,-96.34911705336856,30
1020,1985,270.0801475180341,-96.1193074177337,30
1020,1985,270.6145790017869,-95.99482913635867,30
1020,1985,271.65225854225014,-95.85342551913428,30
1020,1985,272.5779472157512,-95.65109300913072,30
1020,1985,273.14520412927243,-95.5392086791692,30
1020,1985,273.6133333341971,-95.41690083954872,30
1020,1985,274.13523370168434,-95.30797888487017,30
1020,1985,275.2001510573326,-95.20473766093828,30
1020,1985,275.7382179930653,-95.15338141979598,30
1020,1985,276.6703058702343,-95.11046154891449,30
1020,1985,277.1431516254096,-95.07174009266828,30
1020,1985,278.5727893822811,-94.9553074493884,30
1020,1985,279.47461175801163,-94.83414585218377,30
1020,1985,280.59053105193755,-94.72577169552392,30
1020,1985,281.80799765493265,-94.67353307464398,30
1020,1985,282.9197388726054,-94.71680653443268,30
1020,1985,283.5708711794611,-94.73604483690116,30
1020,1985,284.47328449280235,-94.68419476493102,30
1020,1985,285.5489120709177,-94.62051960771804,30
1020,1985,286.90384403240404,-94.54259366389329,30
1020,1985,287.7631730848116,-94.5374879773521,30
1020,1985,289.17400209871744,-94.61459221811032,30
1020,1985,290.24708366564886,-94.6699251231345,30
1020,1985,291.1763798479207,-94.73525929102834,30
1020,1985,292.2486868114036,-94.8205753920375,30
1020,1985,293.23124932841,-94.83289388869484,30
1020,1985,294.21478073800074,-94.86515346745034,30
1020,1985,295.1201447731011,-94.82000321907798,30
1020,1985,296.1403059740392,-94.74027114332073,30
1020,1985,297.22454275081947,-94.64713637879976,30
1020,1985,298.0952301628833,-94.53831810406297,30
1020,1985,299.0469664603904,-94.42703468908525,30
1020,1985,299.4114699094179,-94.37151797916066,30
1020,1985,300.1703834636136,-94.26857904803968,30
1020,1985,300.89238096756503,-94.13806464745008,30
1020,1985,301.5245892232486,-93.97513071732584,30
1020,1985,301.82391438368114,-93.8701672557656,30
1020,1985,302.4656724561122,-93.74226523971689,30
1020,1985,303.1134163371721,-93.60914016208936,30
1020,1985,303.5335160050609,-93.52696773329752,30
1020,1985,304.1078011496622,-93.40998647701872,30
1020,1985,304.86510708193805,-93.2796491248954,30
1020,1985,305.2881187138869,-93.15133409274674,30
1020,1985,305.84400472562754,-93.00488641125914,30
1020,1985,306.59084219848046,-92.82189754686044,30
1020,1985,307.1667205332204,-92.67185811289924,30
1020,1985,307.5768312313164,-92.53960363678178,30
1020,1985,308.46374568093506,-92.41483248208824,30
1020,1985,309.0383173638586,-92.31522871537813,30
1020,1985,309.8666977150342,-92.21781724822756,30
1020,1985,310.317907978358,-92.14544701540495,30
1020,1985,310.82676658331656,-92.02080342808254,30
1020,1985,311.7180523393036,-91.8719851212918,30
1020,1985,312.4095448671257,-91.73098761857096,30
1020,1985,313.1740269439373,-91.6436205064436,30
1020,1985,314.33167945176643,-91.54302237098058,30
1020,1985,315.1835926700665,-91.4660521209244,30
1020,1985,316.2015646135615,-91.43086566705556,30
1020,1985,317.4567134001416,-91.41383424274558,30
1020,1985,318.4772920396979,-91.43658602369412,30
1020,1985,319.3418854304758,-91.45564649500078,30
1020,1985,320.5215392183849,-91.44179603152156,30
1020,1985,321.60733979117845,-91.39609020004056,30
1020,1985,322.54637422467306,-91.31780059684952,30
1020,1985,323.22398516850427,-91.29369281816348,30
1020,1985,324.262147190541,-91.2775539561247,30
1020,1985,325.27939462567986,-91.2241039265264,30
1020,1985,326.2862231206146,-91.16808531252325,30
1020,1985,327.0247376598668,-91.07746090659296,30
1020,1985,327.5706762901139,-91.00145846543816,30
1020,1985,328.319300965443,-90.8376266116827,30
1020,1985,328.732075718366,-90.69367065347429,30
1020,1985,329.0828872873741,-90.54700872216934,30
1020,1985,329.6388010212164,-90.40615755651535,30
1020,1985,330.086777528424,-90.2717867575372,30
1020,1985,330.7786338868483,-90.10143133617572,30
1020,1985,331.3398280020264,-89.96596974691953,30
1020,1985,331.9401909619415,-89.80177407916304,30
1020,1985,332.2657760051987,-89.64429722535334,30
1020,1985,332.6956715967025,-89.49562732428564,30
1020,1985,333.3609819257792,-89.33885142898892,30
1020,1985,333.7807569490712,-89.2131449363403,30
1020,1985,334.3160577225881,-89.06226756680984,30
1020,1985,334.95223967434754,-88.92317098339967,30
1020,1985,335.5799447186771,-88.82124483246972,30
1020,1985,336.25558851870653,-88.69064476818481,30
1020,1985,336.79094139090483,-88.5310935605494,30
1020,1985,337.06784804938394,-88.39076713966057,30
1020,1985,337.4476940578904,-88.20140180474199,30
1020,1985,337.7100183978426,-88.05316248129489,30
1020,1985,337.7855037751042,-87.86189701299955,30
1020,1985,337.91989650406475,-87.72312470724157,30
1020,1985,338.0566553270707,-87.49854526406034,30
1020,1985,338.3098472446524,-87.38570199405636,30
1020,1985,338.65373126686274,-87.1585596446044,30
1020,1985,339.0388867118251,-86.99147169397772,30
1020,1985,339.41054216413124,-86.84846761862205,30
1020,1985,339.5913885471012,-86.64075900774071,30
1020,1985,339.54366192001726,-86.4566109116248,30
1020,1985,339.5222535523659,-86.31561850721275,30
1020,1985,339.3798731013043,-86.17592974049587,30
1020,1985,339.2067422428309,-86.05806962895423,30
1020,1985,339.17508498143786,-85.86854633716415,30
1020,1985,339.19009468568845,-85.73088059079342,30
1020,1985,339.25935856220434,-85.5144971246069,30
1020,1985,339.2438956898785,-85.30165295981656,30
1020,1985,339.1947952455512,-85.21278729553467,30
1020,1985,339.44266497441885,-85.04285778944984,30
1020,1985,339.39014448895887,-84.8919010418697,30
1020,1985,339.3382302297567,-84.6993029564262,30
1020,1985,339.2454540756308,-84.56778530926326,30
1020,1985,339.2140346162932,-84.4284347418246,30
1020,1985,339.30860303778866,-84.24112490531209,30
1020,1985,339.2511441056334,-84.05924070397646,30
1020,1985,339.25833751003216,-83.85844430300995,30
1020,1985,339.10778129618785,-83.69352493188691,30
1020,1985,339.08578552704205,-83.54750859111404,30
1020,1985,338.8263989057875,-83.32736050185673,30
1020,1985,338.69208850486734,-83.1782679071164,30
1020,1985,338.4224302980928,-82.99732255034047,30
1020,1985,338.3426427330884,-82.85339542442779,30
1020,1985,338.284831823333,-82.74570136465063,30
1020,1985,338.3561285595093,-82.5916766946615,30
1020,1985,338.7357604869164,-82.40790628827949,30
1020,1985,339.1136159851239,-82.22946278679875,30
1020,1985,339.43894554961446,-82.05972698757873,30
1020,1985,339.51189079849325,-81.88102567401613,30
1020,1985,339.52410252361324,-81.73709514533309,30
1020,1985,339.6310233270889,-81.55838961681292,30
1020,1985,339.86248318346907,-81.4003374093964,30
1020,1985,340.0909774722638,-81.23469731603538,30
1020,1985,340.26236784701064,-81.14079779259846,30
1020,1985,340.5238562863609,-80.97626546791082,30
1020,1985,340.8245676934467,-80.83562409323926,30
1020,1985,341.0815978610404,-80.75137197216901,30
1020,1985,341.7575998144862,-80.58340298887366,30
1020,1985,342.0913953297771,-80.38179632374508,30
1020,1985,342.4495199428574,-80.16470961156072,30
1020,1985,342.95599038922586,-79.99179215580612,30
1020,1985,343.49324226332607,-79.85527934870582,30
1020,1985,343.9428807991237,-79.66648363559723,30
1020,1985,344.5609886370634,-79.54714533005692,30
1020,1985,345.47813481323186,-79.35112347004308,30
1020,1985,345.8417030690078,-79.21856711204559,30
1020,1985,346.1665398387649,-79.02490752327013,30
1020,1985,346.44186221387145,-78.90481804099124,30
1020,1985,346.8920058946897,-78.70830348867364,30
1020,1985,346.88324362007086,-78.57057071988832,30
1020,1985,346.8432933256569,-78.38880025461279,30
1020,1985,346.78841597694986,-78.19796033439253,30
1020,1985,346.4671434640656,-77.97734623801018,30
1020,1985,346.4024004934009,-77.81024795956161,30
1020,1985,346.25814498252106,-77.66790858712898,30
1020,1985,346.05802463952614,-77.45138033772454,30
1020,1985,346.09904862894217,-77.3276671944974,30
1020,1985,346.1512018411047,-77.21015838007239,30
1020,1985,346.1412290563116,-77.05485041578903,30
