utm_x_gps,utm_y_gps
1043.3419032741983,1982.3716280732128
1043.0174822901831,1982.9378225083585
1042.7511656846013,1983.526257306109
1042.2695642403498,1983.9048598791337
1041.1123153095618,1984.0598245768178
1040.238723291465,1984.1842098786435
1039.0310035380458,1984.3023069792087
1037.768151153908,1984.3312620242648
1036.856020343453,1984.225595388222
1035.9831545798988,1984.087632566304
1034.747051255956,1984.1610016940413
1033.8207662125803,1984.3137812618647
1032.7003083803545,1984.2023891011406
1031.5142061427694,1984.1825118049233
1030.540768646276,1984.2297195116014
1029.353439417561,1984.177063924585
1028.3632240980255,1984.2430164618427
1027.6233534114979,1984.360627434931
1026.5904670622092,1984.5608902284
1025.6236673326866,1984.728593020287
1024.8371375292556,1984.927412645455
1023.8566058501668,1985.2764183629395
1022.6880444752293,1985.3492357126788
1021.6024782359335,1985.2654637044686
1020.815809192955,1985.1200420104908
1019.9523126442106,1984.9721840600093
1018.9385515483915,1984.924421453124
1018.0682273446863,1984.8579148138558
1017.1528252784743,1984.8135367609575
1016.0615466152199,1984.706952043682
1014.9923384018125,1984.5098627880081
1013.9674854451409,1984.217278379814
1013.2967706213483,1983.929215361147
1012.380584951711,1983.4935714151356
1011.6610454321733,1983.126187584977
1010.7928507290445,1982.6974361953166
1009.7597000891826,1982.2436345773988
1008.7147370008101,1981.6146895288125
1007.6170303569743,1981.181069879596
1006.3008656139154,1981.0230676521642
1005.3760427489993,1980.8998776743285
1004.3506398654868,1980.9961840998228
1003.2775564975215,1981.0777425927115
1002.2910253815254,1980.939152077598
1001.4057997947364,1980.723597038992
1000.4411358915231,1980.3757212346413
999.6232910509059,1979.7000894307143
998.9185599028731,1979.0290648803136
998.321057542727,1978.3759741085162
997.2827558306982,1977.5287846273393
996.4524306979876,1976.7868056410357
995.6884736178671,1976.0988749672154
995.2724047151772,1975.5448443501384
994.9267661128725,1975.0249565841489
994.5428173388158,1974.0524922367733
994.3630236303662,1973.0526757439332
994.3620850138769,1971.873636937481
994.5207365641444,1970.6456686332237
994.6739073671434,1969.978188510658
994.7356268814784,1968.8124025617608
994.490277600024,1967.767586984673
994.1690392491116,1966.6943305421714
994.0641159879181,1965.9982586792778
994.1387589450405,1965.3841686734027
994.4118823078712,1964.8068458721564
994.6448202026445,1964.2012629569876
994.9414447625506,1963.3135392605354
995.0394305845439,1962.221400154287
995.2847219578503,1961.0415805761286
995.8720011454116,1960.2789007674712
996.353185109051,1959.3047761373198
996.6143741669732,1958.4203061674452
997.0852434846993,1957.225840233544
997.4015845048161,1956.4078464497031
997.9246004694442,1955.5564011292495
998.1811366834357,1954.9885714456514
998.5551022899426,1953.7974014576457
998.8737442782362,1952.8265489280323
999.4127872606444,1951.915005708361
999.7408802483862,1950.9440667035221
999.9106688405487,1950.1876873203398
1000.0799314664122,1949.3474129113906
1000.1873315666229,1948.384073816401
1000.0659271013221,1947.6445042832304
1000.1547334732724,1946.5419935959794
1000.4153162387324,1945.5172031000957
1000.7352222450977,1944.670785826992
1001.2485596240036,1943.7958599831795
1001.5022826286835,1942.8549203909963
1001.7977055639901,1941.6585488189844
1002.2278210544417,1940.6766910452045
1002.5414408081408,1939.9391326367129
1002.6339713362098,1939.0389289304749
1002.7212857793742,1938.378981949672
1002.7535500029497,1937.2584162464027
1002.5821463411996,1936.2270356147017
1002.3809192455255,1935.216282514917
1002.4679532904182,1934.3848916945142
1002.3223657976953,1933.2005245371927
1002.5147368134344,1932.1717730624944
1002.691410659348,1931.063118902116
1002.8986098127065,1929.9910531075304
1003.0224736928265,1928.7282080558543
1003.2214721186785,1927.9818893625766
1003.9023502466979,1926.8531224264796
1004.1263777654156,1926.4445872711992
1004.5776214944021,1925.6145658313933
1005.1531158130033,1924.6726763233612
1005.9718352522633,1923.849664839212
1006.7485903156995,1922.9445835302317
1007.4402210667422,1921.7960434937065
1007.7867170204322,1920.8474864926434
1007.9759716316332,1920.0043562498536
1008.1466735718026,1919.3101126937354
1008.3712113799145,1918.3966312600044
1008.8834531964458,1917.659903570826
1009.6678449979614,1916.9971450947269
1010.2433641861468,1916.211427696577
1010.7422590258511,1915.1063796628403
1011.2415307325833,1914.2943627012596
1011.575536931769,1913.1806604722153
1011.8472402263742,1912.2437704017996
1012.4630080363887,1911.3535056276808
1012.9933964198822,1910.6302198798383
1013.5525036333272,1909.8269284119758
1014.2617868270694,1908.7289586069396
1014.7606385127924,1907.8685086679839
1015.3941576445463,1906.9829212707527
1015.5266038021739,1906.5483792616308
1015.9924817519308,1905.7546831223883
1016.1920962704337,1904.7143405993615
1016.2141642589136,1903.6232797466917
1016.2117246489261,1902.7522876962134
1015.980879940407,1901.5312997092055
1015.812824096619,1900.6123476916534
1015.6276816141436,1899.8979877163113
1015.4943455068758,1899.1953609294146
1015.0493238813789,1898.0614311868371
1014.5748690439559,1897.248592376598
1013.9264549492088,1896.1527217187413
1013.4591846186509,1895.5395953201323
1013.0839099942986,1894.9991083009056
1012.4598529019923,1894.3414496705302
1011.7632187247652,1893.7326979926402
1011.0375666915907,1892.974142384583
1010.563540464554,1892.1016783702373
1010.269093097203,1891.0977172553191
1010.0417385438946,1890.0055476405237
1009.8839184982588,1888.8547036715192
1009.5392596262435,1887.7934399751218
1009.3065262942526,1886.9874580470225
1009.1184721801144,1885.8283799971025
1008.9232271404928,1884.7393248040853
1008.409320133342,1883.771483910757
1008.1475513481709,1882.5011281936484
1008.2218173149254,1881.5874257428682
1008.0517649203478,1880.513031589928
1007.8145802344667,1879.5270099139277
1007.5019203011215,1878.2855254975175
1007.4610355453149,1877.4813497746009
1007.0899895709895,1876.8105443654786
1006.4315895976079,1876.0696055302826
1005.8220698388283,1874.9968696913163
1005.2193439114317,1874.0086285953955
1004.5327451886039,1873.2383928314002
1004.1008064562421,1872.4156928446794
1003.8304239682635,1871.6568766419941
1003.598197286448,1871.2073089311948
1002.8343185579622,1870.3156276200111
1002.0166099221453,1869.3149467444282
1001.2404803147394,1868.5500731384273
1000.4566243267045,1867.8952191774715
999.7779855264223,1867.1063788953031
999.4340418661805,1866.699056921761
998.7707606369808,1865.9748283186273
998.1871530981856,1865.5343500297276
997.1908194437356,1864.814705814986
996.5641746337466,1864.372226258312
995.8101577196148,1864.0528269896765
994.8209187302508,1863.8201655069038
994.000198835032,1863.8218734413151
993.1654341910996,1863.6839862044521
991.9201773176169,1863.3915545381597
991.0930166373824,1863.0995080299049
990.0031980712005,1862.6735755697368
988.9331052479264,1862.2660160649393
988.0687319888694,1861.7544150282713
987.2320331616659,1860.7321848966506
986.8470679778084,1859.8894898405274
986.5343853794725,1859.2703283282435
986.1708072172129,1858.311430829217
985.9644635457624,1857.1431247292073
985.6048224382702,1855.8997117922577
985.3181024820753,1854.8811156330448
985.2030338241133,1853.6274527836424
985.4049483356727,1852.6798173364075
985.8742229745487,1851.772995414151
986.4445173816652,1850.6145868725162
986.4797826495751,1849.9725093847137
986.6475616152885,1848.793499493988
986.8750559652179,1847.9976648184581
987.1728669740295,1847.106620870469
987.5141659288125,1846.2020761666238
987.7679506782423,1845.4545571136243
987.8595940355898,1844.4056815827726
988.0117863989327,1843.4545650928578
988.144773504892,1842.530317794845
988.1673681867603,1841.8314229385471
988.1623039922299,1840.9130394286337
987.8457725167126,1839.910923088294
987.5299171118045,1838.583543435771
987.5022753748702,1837.3397714414089
987.3625393572818,1836.3647747263233
987.3936140304555,1835.3737712462892
987.1408901014604,1834.1221304090914
986.778494431995,1833.2936605199839
986.6332455141649,1832.5770597038209
986.3010059882979,1831.6929510573832
985.9493115329633,1830.896191431894
985.8168620253059,1830.004188961752
985.6344809603069,1829.0140861900256
985.5416656353168,1827.9162177805133
985.4671867783389,1826.8995217800418
985.4038158385204,1825.9416467916353
985.3435519207407,1825.0160879436294
985.0939162681144,1823.3689597969715
984.9124304763674,1822.1010384987026
984.8757341356333,1821.435052771378
984.8392119145228,1820.3018360409128
984.4338021722971,1819.1878581207416
984.1725071418665,1818.5899174371596
983.7110111194434,1817.4854059043987
983.4855360508175,1816.611927379338
983.1502984580303,1815.9268195252807
982.7528915915195,1815.1602559902078
982.2247468662764,1814.1450826904086
981.6625008099251,1813.3834887192552
980.6540873950123,1812.6736089646831
979.7804378069225,1812.2119811547886
978.7007859003877,1811.695923930729
978.104837604667,1810.9778635894584
977.1913659785591,1810.267889805203
976.5508168568114,1809.6594577851072
975.5718441525238,1809.111015193123
974.8232881110533,1808.8188995365306
974.171947898838,1808.5172147016317
973.1921178935539,1808.2220598344375
972.3215894187922,1807.886399508767
971.6305422911273,1807.4796666316024
970.7130479144683,1806.8519218189244
970.0338361443672,1806.297663050218
969.4325703299097,1805.720879334865
968.6459024910017,1804.9001881704114
967.9459099245461,1804.3625151470974
967.275952805127,1803.7441369187654
966.5624997267773,1803.012862004406
966.1690058671676,1802.5013867304315
965.3270771937208,1801.409109806532
964.6487309554011,1800.7679371787358
964.1050358403319,1799.9758498042459
963.6991997544771,1799.0244363922006
963.1184308311775,1798.1120306968412
962.7752776505939,1797.1087855367587
962.3938815379466,1796.2147264238924
961.8290393407644,1794.9788090346146
961.5681628697487,1794.220878561401
960.8984753701315,1793.4456482630783
960.2593961785764,1792.933594729039
959.6787675952861,1792.183145449981
959.0801929232821,1791.3576473789956
958.1591214831334,1790.4930716690117
957.4362191300813,1789.5881761124685
956.8517981264472,1788.9592232649486
956.5201105792798,1787.7873173817347
956.0208768203455,1786.6841480929065
955.2012726014775,1785.77653605138
954.6670694258241,1785.10424896082
954.1445783303203,1784.3606889029152
953.5342247248788,1783.6535255579263
952.7520894991171,1782.9622643626512
952.1475783593628,1781.9795303662513
951.8182806820761,1781.0799352450526
951.4506678025541,1780.120383313595
951.046574998176,1779.267967312148
950.612168934291,1778.0259551056351
950.4842048408854,1777.3216304331415
950.4185235155048,1776.6347385442946
950.6116001524215,1775.6353711582062
950.8496162941495,1774.8147491755806
951.1540896679727,1774.1004521194602
951.5867262180385,1773.4329523170925
951.9685554284217,1772.5546346807853
952.2863310604237,1771.8428022986832
952.6163204986043,1771.0251407697122
952.9492288724941,1769.73477085315
953.2622156154281,1769.1290435077922
953.6805986028489,1768.341588367993
954.3515794184309,1767.2535601885024
954.7091093186131,1766.2558877656354
955.362642173811,1765.0345304397745
956.1834576829611,1763.9570972147394
956.6282320699474,1762.917031682645
956.8261433359847,1762.4289718994926
957.4705565376073,1761.244575744997
957.841400165868,1760.1770418099172
957.8748703572023,1759.1554584647552
957.7202969495248,1758.0736355617803
957.646102258669,1757.0226437546244
957.5664443305467,1755.6877377444523
957.5196770866951,1755.0421488159711
957.4599144179391,1754.2120894090936
957.47842407665,1753.137880568888
957.4963219179098,1752.0434948480759
957.629126794922,1751.072073954266
957.8070749401611,1750.589328738114
958.2337546198814,1749.4019155173778
958.5785492718398,1748.3412460433292
958.8808687243579,1747.5729406927746
959.3543578701784,1746.487033570058
959.8248959596514,1745.7366928401439
960.438762356023,1744.9644704311272
961.0361654887137,1744.1321519734822
961.5163468877366,1743.3004543334084
962.250298142731,1742.4455589688096
962.6718657271465,1741.71786546304
963.1102962506704,1741.0571369252818
963.5660443493357,1740.278222419801
963.9032631376554,1739.3393957012527
964.1840922709355,1738.4464151615837
964.7923727938459,1737.426627717981
965.3870062495891,1736.4429378078253
966.111923361879,1735.5851114385086
966.8452810463773,1734.8174093037987
967.4711424156902,1734.2705316821007
968.3731754893372,1733.6815923634072
969.201550800351,1732.9837101376836
970.2080711494363,1732.2526587086918
971.2096898080947,1731.4587478199728
971.7373628305373,1730.865324217518
972.2958348522255,1729.7641237648666
973.1591551841807,1728.7467855343905
973.6341401693545,1728.1302812481451
974.1703608359072,1727.6085795791225
974.6399554077638,1727.0403060982137
975.0352382873423,1725.9345264090916
975.232572512669,1725.3763677364036
975.3552712900461,1724.4295090232959
975.4997111113548,1723.941922166299
975.937257855043,1722.4684100418656
976.4482005126046,1721.5195314601096
976.8830471901313,1720.3633561051151
977.0388146510031,1719.1289770915278
976.735269925647,1718.0384228688051
976.5868354648235,1717.3973412935977
976.7688932555428,1716.4768699566991
976.9973503088698,1715.379095475979
977.2771633355688,1713.9973978886003
977.2346667333571,1713.1387384377285
976.7351465824012,1711.763378306561
976.3694301240415,1710.7164613329137
975.9628615111603,1709.817470969376
975.4406808810955,1708.7850711460594
975.2952899110074,1707.811288920809
975.0473668852413,1706.8452570648906
975.2023126743929,1705.923522609853
975.5272645366132,1704.8726274278567
975.9191849417954,1703.75256429875
976.4129783465646,1702.839405951289
976.9167221778057,1701.8452575689173
977.17784613642,1701.4595879845656
977.6577599868218,1700.662258610969
978.2875812041638,1699.8920264398753
979.0972680849162,1699.2008083376304
979.6281511438685,1698.8643776168774
980.258543261031,1698.1792619779887
980.9190923233201,1697.4877488004397
981.3271248178598,1697.0413904989218
981.9115576614616,1696.430629058451
982.5588432744667,1695.6342010538028
983.2172652727354,1695.1735325747802
983.9673137669897,1694.5765100736953
984.9060747201162,1693.7809314565488
985.681170917875,1693.1672029641381
986.3712912572,1692.7252607058276
987.0030957246248,1691.8101836874403
987.5156653014129,1691.2139527339057
988.0086088299138,1690.3654139301839
988.3828257071857,1689.899620649192
989.039514184712,1689.3665398329852
989.8172649272539,1688.4483091674078
990.5630955985285,1687.7330171801666
991.0173373709351,1686.954822869966
991.535813089309,1685.7823011876815
991.9361398231598,1684.919579714228
992.1042188593094,1683.8970324336663
992.1672132274238,1682.6399326723745
992.0156057856498,1681.6228101858287
991.8877289877066,1680.7611695778312
991.9352190239536,1679.5799375651845
992.1643717715907,1678.4881278431158
992.5821005700611,1677.538935228561
992.7024813644008,1676.8584043952674
992.7703564519321,1675.8184577203879
993.0510502315592,1674.7948391166517
993.3484848734611,1673.781581229942
993.8505836561325,1673.0330846704296
994.2747663728674,1672.4793599403583
995.2003587349272,1671.7157834586565
996.0201916246788,1671.2920160212088
996.8582594281918,1670.9321100873346
997.6632804407806,1670.3694812666663
998.434214888317,1669.916936187142
999.4144193241862,1669.2218844431789
1000.1967959531302,1668.6602304404657
1001.1484095218144,1668.0617956133697
1002.0627540153982,1667.7406269941978
1002.9286701443775,1667.3172189752431
1003.8466401458608,1666.6612119328026
1004.5837376759732,1666.250718265323
1005.471345661418,1665.728716716757
1006.2947927500169,1665.106914901045
1006.9034524647597,1664.4910706978767
1007.6836321459431,1663.8322106341723
1008.6334490106591,1663.3197336327057
1009.4657817770269,1663.0650906124563
1010.5912362584035,1662.7185567815711
1011.4727477964708,1662.4849150270913
1012.6021949723107,1662.4496611726174
1013.4250547102449,1662.346887531975
1014.7543992615044,1662.2654742059112
1015.4310824991561,1662.042259393864
1016.7877983443516,1661.7626284283212
1017.7943199102801,1661.4283991801374
1018.6597342031471,1661.1027730245976
1019.8987757524758,1660.992109385488
1020.9852895568922,1661.1054500699836
1021.8177949689335,1661.1794804325295
1022.6342877391066,1661.375743212627
1023.3189034224172,1661.595740679627
1024.4358685147126,1661.706301267527
1025.2497397580623,1661.7510222113947
1026.5324059855634,1661.7797406945356
1027.7873847254546,1661.8960485102773
1028.3076520924246,1661.9884825117854
1029.3314291731624,1661.8269820526846
1030.2176320101485,1661.9577468837133
1031.3489823063358,1662.112924479464
1032.1157074876555,1662.278133009501
1032.9339434152855,1662.388512263308
1034.0469651450383,1662.4038918176511
1035.112536263474,1662.5708243584627
1036.295628032091,1662.6887980575993
1037.2498500910735,1662.9443132005993
1038.1062312557574,1663.0621940387605
1039.3704261414932,1663.468726355334
1040.2300454898775,1663.705673173526
1041.2590160352354,1664.1020468584668
1042.0927351204887,1664.2859169744488
1042.7163739509526,1664.4229762957198
1043.6275222732315,1664.468318881692
1044.753636707665,1664.2336713812895
1045.8502259294517,1664.0002956419094
1046.8903463852496,1663.8153882586155
1047.948953635548,1663.8910565920269
1048.7948828489712,1664.0004827351381
1049.8583223841383,1664.0485456271324
1050.8194742309297,1663.9585017969869
1051.8255643623133,1663.8809975074787
1052.4027404057122,1663.7970378315713
1053.4089865814874,1663.690653040281
1054.2822418099965,1663.5258937637163
1054.8182699638232,1663.3523894669474
1055.9155549487193,1662.8476490579737
1057.157315583235,1662.7173825498974
1058.4959984760874,1662.5835038540956
1059.6020655330778,1662.2628164858872
1060.5012164332466,1661.876930259603
1061.69569273254,1661.6357779689877
1062.5124601646405,1661.1571644335463
1063.8408295099573,1660.4716652155373
1064.694182164125,1660.263121849001
1065.9039633688708,1660.1648327258968
1066.669080825225,1660.0335346594686
1067.9228521581867,1659.8227669165108
1068.7386675306545,1659.9956172481131
1069.8089405913126,1660.254533601247
1070.9289462382023,1660.5426535758281
1072.168557605705,1661.1325026012948
1073.1428571121264,1661.4077001450482
1073.9529824968001,1661.7313798967386
1075.187333003494,1662.2086126420145
1075.9255165417633,1662.3317198792204
1076.6294310051483,1662.4372875451609
1077.5419236956989,1662.655961187715
1078.6379493917543,1662.6795198998161
1079.8466096053992,1662.760397419363
1080.915319061406,1663.103828729234
1081.9849933606913,1663.567772000775
1082.6418284656113,1664.0378757655587
1083.4128814280507,1665.2570715176867
1083.9028069565388,1665.8895189769135
1084.7374314716526,1666.5458629649577
1085.7829033641556,1667.0636969446884
1086.6023082712663,1667.2962340831184
1087.3289018716648,1667.5624728950393
1088.2483078620764,1668.2874618117994
1088.8721596621062,1668.9051729306052
1089.9307126633187,1669.7777314737325
1090.6133322052183,1670.1082378996377
1091.422773621053,1670.5323233886706
1092.378022852419,1670.9954383517372
1093.45072934944,1671.4252140677524
1094.4740300887736,1671.9382423340796
1095.302645770602,1672.553770612357
1095.9003188561871,1673.031078306483
1096.5723278723676,1673.5545199345283
1097.5089214977706,1674.0138035770976
1098.4577850029525,1674.7322749297848
1099.0557450459391,1675.5123820605684
1099.7508828343664,1676.45226231603
1100.2722932445374,1677.5385987244208
1100.5307078356648,1678.54226162204
1101.0848961951501,1679.7199967750128
1101.7300684925597,1680.7310082240635
1102.4646759584468,1681.846109859589
1103.2484448361115,1682.6655906025921
1103.7678248074187,1683.5103374916143
1104.2853180689972,1684.5701708287618
1105.0318067715837,1685.2982786617458
1105.7572418110244,1686.3427830567184
1106.3330970794575,1686.9305865713009
1106.9600517216923,1687.6145978376621
1107.49328509607,1688.629076883212
1107.8995366920547,1689.8030195432837
1108.3695907567712,1690.9712852591886
1108.6912318256818,1692.3614389776092
1108.7145437170643,1693.0537191641506
1108.9267077242694,1693.929171294353
1109.2346416732378,1694.7522426394185
1109.3666284354451,1696.0110208439005
1109.4236383769746,1696.4564335482933
1109.6491331778855,1697.6647725312891
1110.1065918094343,1698.6310118961603
1110.415796782062,1699.4976368100604
1110.7815281108387,1700.3994969481153
1111.2232760789268,1701.3218359555483
1111.7662505697945,1702.1932351454736
1112.3214213295462,1702.8712737747403
1113.2568861554153,1703.7372136534607
1114.033245515371,1704.7386494657078
1114.4262834473009,1705.3049204848198
1114.955249636917,1706.5018581132729
1115.2204867169942,1707.0942804582016
1115.8127118449843,1707.6755710599757
1116.5393323657368,1708.235960596109
1117.402088237014,1708.8449686068527
1118.3015506736167,1709.673181447908
1119.0912364929907,1709.986768394711
1120.058313466402,1709.830138326665
1120.7566857296385,1709.5684821074533
1122.106190618756,1708.889182832964
1122.6604457849749,1708.6436852375984
1123.6117151666112,1708.4299181428505
1124.4630855691976,1708.2894064815978
1125.3918698857449,1708.317365013891
1125.9905750286102,1708.064463730144
1126.8619879698308,1707.7026253671338
1127.6740630761406,1707.3288080914374
1128.500395795273,1706.9871297422278
1129.52233588514,1706.5148359375412
1130.2422307078966,1706.1205725711804
1131.2952972606688,1705.9709725906234
1132.3467049324304,1705.887796324393
1133.2293358835052,1705.6702462299834
1134.2242707987753,1705.3909064412849
1135.1170047444587,1705.5007251567395
1136.0963334753403,1705.7150518098913
1136.9099231607913,1705.6046689713633
1137.6108701521332,1705.493829483552
1138.3671733244248,1705.2156467735806
1139.5092220044276,1705.0538573032488
1140.4202156387682,1704.7925785383143
1141.4442740065372,1704.252630719466
1142.1020047268737,1703.952874080023
1142.6924426702667,1703.8124665049038
1143.713239874533,1703.4294916558426
1144.942000889088,1703.1826449251864
1145.8046755481878,1703.0756110585426
1146.703480102993,1702.9186411256683
1147.7129602233827,1702.8222995658232
1148.9899647317936,1702.4081314205496
1150.095734627455,1702.1988163590968
1150.9705709079092,1701.9474545639873
1151.936832693876,1701.985564146581
1153.1475871385628,1702.180944512511
1154.0565908603824,1702.472294755877
1155.0253052840842,1702.8237448466732
1155.978943937011,1703.4504807187939
1156.7245995079415,1704.0368239064994
1157.5907440787614,1705.0459441100277
1158.0343547496677,1705.732839817311
1158.4610367755604,1706.9695462940876
1158.5295774448302,1707.7943704649124
1158.5307575987358,1708.65172774288
1158.583775798838,1709.878268374044
1158.633177115987,1710.6709310336346
1158.7136928351197,1711.9681792447407
1159.0040931508486,1712.7874198865334
1159.2682007908963,1713.6144103758968
1159.4428489487655,1714.6839429923787
1159.7287057631167,1715.5174563614555
1160.3995563600304,1716.574921821547
1161.2998813190281,1717.6531327886426
1161.8631354317915,1718.6151588696196
1162.211893528042,1719.582366722724
1162.4430448984283,1720.2194399958084
1162.6404289392274,1720.576504048726
1163.055455823584,1721.3980445112504
1163.9434803181837,1722.202549458212
1164.7007419284403,1722.9279807818386
1165.1041532961967,1723.1607474901473
1165.7546048112101,1723.308659280422
1166.7074290997639,1723.54634163522
1167.5442983501844,1723.7469668868227
1168.342556398662,1723.8167817495673
1169.390264311464,1723.628327537807
1170.3578436547346,1723.564408161555
1171.336341117166,1723.4303000049492
1172.2826453005453,1723.153626334772
1173.2032614640423,1723.0100192549119
1174.1443270673335,1722.951255770256
1175.4945333803003,1722.8011233819966
1176.4974648869402,1722.457327881016
1177.2353310377468,1722.3344072588993
1178.291387489745,1721.8963099279808
1178.886138013306,1721.4732004780228
1179.9105971381327,1721.010488890555
1180.8636918383384,1720.5218634148357
1182.281947382845,1719.7375991832955
1183.2890362435921,1719.3778937598229
1184.3853837132808,1719.0618984886935
1185.2971877636573,1718.3811249904372
1186.3221513025917,1717.760934336312
1187.096917552563,1717.278521672009
1187.8853916456223,1716.436324090719
1188.4222405520536,1715.4017090702248
1188.9304343542797,1714.494698950425
1189.5220988766011,1713.795186387402
1189.9313334648243,1712.9752184895397
1190.522506197601,1712.3641583991384
1191.3864193904164,1711.2832925917503
1192.2106359869038,1710.6473054087257
1192.9742616645985,1709.7382530125285
1193.7256040925556,1709.0079400262482
1194.2333504750857,1708.250328549458
1194.4880061290844,1707.7033113327625
1194.566919930523,1706.691393289937
1194.5893980499081,1705.5343654375472
1194.4878014585793,1704.4501765139846
1194.55768835029,1703.2895557239465
1194.4588241154306,1702.5541580094532
1194.038169352405,1701.7286712298237
1193.6107598122733,1700.7552956428074
1193.2534481572618,1699.483129444416
1192.9999144075323,1698.588787214596
1192.943950011078,1697.4003346847858
1192.9664868945374,1696.3805013252613
1193.2163297646237,1695.2774384222987
1193.3998857488768,1694.4313793772408
1193.2792610101728,1693.3532131868863
1193.0979970091842,1692.5493149797005
1192.9674171121126,1691.6125678276546
1192.9265840399971,1690.2949376200684
1192.6379645740856,1689.2296859283908
1192.3273173295893,1688.478845505787
1192.1063240865337,1687.38456242246
1191.6814891093659,1686.331823342196
1191.1100688430042,1685.3592402770405
1190.0935121696746,1684.7502776855738
1189.3098009123144,1683.813826340112
1188.3694585207422,1682.699396216632
1187.8393172253677,1681.9071858624438
1187.09705875053,1681.0438815986968
1186.5828343176518,1680.383200903332
1186.1038656384521,1679.5563089356556
1185.7992108100527,1679.0318593405677
1185.3073397337355,1678.3261699449106
1184.7980038414105,1677.5055584293684
1184.203927902506,1676.8527810118094
1183.3515367797029,1676.25462458839
1182.6388436420043,1675.6142681072154
1181.7820540916716,1675.092134649559
1180.9123111800957,1675.0038495255328
1179.8018064497103,1675.0541131252976
1178.8607400092344,1675.0837511664258
1178.1705878187392,1675.0828517419316
1177.2080472830346,1675.1246676663766
1176.3125287250218,1674.7856425938928
1175.5991323003743,1674.5168545540375
1174.9338058674066,1674.1146677794543
1174.044525561384,1673.2915825706998
1173.1194674935198,1672.362195952832
1172.4318141598942,1671.8865125134935
1171.7093205719204,1671.4790855899441
1170.852760454375,1671.246243197262
1169.9101672722938,1671.110344420392
1168.7804366331698,1671.2908592420185
1167.7136118832184,1671.5442378905152
1166.6592483669037,1671.6922530111358
1165.7347237906088,1671.79388658228
1165.0036460727715,1671.7042048199892
1164.0929459809297,1671.9239782579198
1163.0250545599731,1672.2162637447007
1161.9865615911656,1672.4814646786147
1161.1812321847697,1672.5922935077954
1159.971764443928,1672.8430113685217
1158.8857198652452,1672.915221457485
1157.9514377120436,1672.9515335186568
1157.0700673517638,1672.964139268352
1156.0245648904752,1672.5338256734292
1155.3266717095116,1672.4487092416528
1154.1804598845524,1672.1068484675293
1152.980902018842,1671.8570309421486
1151.8918041039544,1671.7647335761499
1150.8193444820622,1671.9924604741218
1149.756343150875,1672.2880929438104
1148.6956201238086,1672.8793103541786
1147.669278164889,1673.0218564448912
1146.868437618621,1672.9748899226936
1146.3825724694102,1672.9223562467594
1145.4005989867303,1672.771801818756
1144.5183260858023,1672.8547722302371
1143.3937308796708,1672.8761820766704
1142.5162873352704,1672.6264892309796
1141.569625052333,1672.1951655487928
1140.689292159724,1671.4256625497142
1140.0295653202256,1670.7555424867937
1139.6285007530198,1670.1131691599062
1138.9536791079236,1669.1082788980118
1138.596110685701,1667.9324565076201
1138.2941821630834,1666.931439274213
1137.9578441489052,1666.071383202337
1137.626400313597,1665.1125814160978
1137.1306142110002,1663.9640756095237
